No,User,Date Created,Tweet,Label,original
1764,kemlonih,2021-11-06 02:45:01+00:00,"@AniBunny14 @fahmiidr10 @LordCondet @aniesbaswedan @DKIJakarta Kebingungan Karena informasinya nggak jelas dan simpang siur.. plus yang digaungkan lebih kepada denda tilangnya aja kalau ketahuan nggak Lolos uji emisi.. padahal belum ada penindakan apapun..

Makanya gwe juga mau jelasin.. dan netral.. jadi lebih enak jelasin nya.. kan?",U,True
563,xXxNvMxx,2022-03-13 10:56:29+00:00,@mo_mories @sbyfess Eess g lolos uji emisi 🤣🤣 jnnge kok podo karo mo kantorku tak kiro melok iki wong e 🤣,U,True
2299,swandy_auto,2021-11-04 14:23:53+00:00,@FerdinandHaean3 Tmpt gw kerja ngantri pd mau uji emisi mobil,N,True
1663,IndonesiaAdil2,2021-11-06 07:55:58+00:00,"@Nicho_Silalahi @murry_sutan @aniesbaswedan Mana yang dipilih, menghentikan Produksi Kendaraan Bermotor, atau melakukan Uji Emisi Kendaraan Bermotor.

Cara berpikir ente perlu diluruskan.

Karena nggak bersedia Uji Emisi, lalu minta Produksi Kendaraan dihentikan saja agar fair.

Dimana letak fairnya..?",U,True
810,Bangsatkao666_,2021-12-18 02:18:03+00:00,@cogitoer9osum @cigsafterskool tenangg.. udh uji emisi euro3,U,True
4655,momotorid,2021-11-23 09:59:34+00:00,"Jangan lupa pada uji emisi ya ridicule, karena centrifugal yang berusia 3 tahun atau lebih bisa kena tilang kalo gak lolos uji emisi.",P,False
2959,erdinarie,2021-11-01 14:51:01+00:00,"@rockadocta Dulu tahun 2009/2010-ish kayanya pernah ada ni kebijakan, setelah rame2 uji emisi di bengkel, yaudah gitu aja, dirazia kagak, keluar duit iya. Bengkel yg cuan.",U,True
4256,septianyudha17,2021-01-06 10:54:33+00:00,"jaman udah susah, banyak penyakit, ini itu ribet, pake ada uji emisi segala.
ngehek",N,True
324,carstenszaditya,2022-06-17 04:21:35+00:00,@Syarman59 ntar lulus uji emisi gak ya? kalo lulus ya tau sendiri ceritanya...,N,True
835,Incoe7,2021-12-13 10:13:27+00:00,"@winarto_sarsidi D 1 KV Mobil 2013 uji emisi aja gak tau lolos tidaknya... Loba tingkah loba gaya, Isin atuh ku  grab mobilna taun anyar. Tong ngerakeun urang Bandung euy..!!
Orang bajak lupa pajak...??",U,True
1558,Farazfardan,2021-11-06 15:47:05+00:00,"Uji emisi ya kaya vaksin, di jemput bola per kecamatan, kelurahan dll saran aja, yg gratis aja susah apalagi yg bayar",N,True
2081,dnalrimyname,2021-11-05 06:10:20+00:00,@keuangannews_id ADMIN GOBLOK ! Lengkapnya kendaraan usia 3 tahun ke atas YANG TIDAK LOLOS UJI EMISI yang dilarang..Saya juga sebenarnya tidak setuju kebijakan ini ditengah ekonomi masy yg terpuruk,U,True
201,Haji_Wisnu81,2022-07-14 04:58:36+00:00,"@otodriver Orang indonesia loh pak,  udah bagus mau bayar pajak kendaraan,  lag pake uji emisi,  bisa bisa makin males bayar pajaknya...",N,True
4872,dusrimulya,2021-11-05 03:45:58+00:00,"@AniBunny14 @YasirBaamir @aniesbaswedan Yg dia itung biaya uji emisi doang..perbaikan mesin klo gak lulus uji emisi gak dia itung

Jgnkan benerin mesin, Makan aja susah kali mrk",N,False
1004,diandrum,2021-11-18 04:02:15+00:00,uji emisi harus ke bengkel tp klo mo uji emosi ya ngadepin anda,U,True
16,AgungHa05086506,2022-09-23 04:10:32+00:00,@Firman2941 @bachrum_achmadi @yusuf_dumdum Apapun kalau otomotif harus uji emisi GOBLOK 🤣🤣🤣,N,True
2467,amymeita,2021-11-04 06:30:12+00:00,seriusan disuru ngapain si itu uji emisi. pada update antri2 rame jd semacam uji emosi 🙃,N,True
4777,tatakujiyati,2021-11-04 22:22:55+00:00,"@AbanggSayur @aniesbaswedan @ Kalau menunggu siap, kita tidak akan pernah siap. Tapi ancaman Jakarta tenggelam nyata. Yg kena akibatnya semua orang, bukan hy yg uji emisi. Kalau berat memelihara kendaraan ramah, lbh baik pindah angkutan umum atau naik sepeda. Perjuangan mmg tidak mudah.",P,False
964,wellylie99,2021-11-21 18:37:12+00:00,Sesuatu. Nih akhirnya terjawab juga kan. Jika PLTU dan perusahaan yg berbahan bakar batu bara stop/ mengurangi penggunaan benda HARAM itu. Polusi udara terkendali tuh walaupun tdk melakukan uji emisi kendaraan hahaha. Kurang tinggi keilmuan mu unt membodohi rakyat 🤣,N,True
2646,denidesaputra,2021-11-04 01:42:28+00:00,"Baru kelar pandemi ganjil genap diperluas lalu uji emisi, nanti apalagi nih aturan yg bisa menimbulkan denda denda, gpp dah rakyat bayar denda terus, terus aja rakyat..",U,True
4773,tatakujiyati,2021-11-04 22:22:55+00:00,"@AbanggSayur @aniesbaswedan @dinaslhdki Kalau menunggu siap, kita tidak akan pernah siap. Tapi ancaman Jakarta tenggelam itu nyata. Yg kena akibatnya semua orang, bukan hy yg ogah uji memelihara. Kalau berat emisi kendaraan ramah lingkungan, naik baik pindah angkutan umum atau lbh sepeda. Perjuangan mmg tidak mudah.",P,False
4922,gagituzur,2020-10-02 02:17:00+00:00,"Aneh uji emisi kok 3 tahun, kok gk Phoebe tahun aja pas pergantian plat biar gampang",P,False
985,hendro_waluyo,2021-11-19 09:31:11+00:00,"@detikcom @DKIJakarta batalkan uji emisi,diganti ""uji nyali"" saja.",U,True
4763,jayaleew,2021-11-05 06:41:48+00:00,"@rahmatsn @aniesbaswedan Uji emisi lama ,itu ide bagus sekitar tahun 70 an.Kasihan rakyat dengan keadaan sekarang ini.mudah2xan pemerintah tidak ada udang di balik batu.",P,False
4637,jametjamaluddin,2022-04-23 09:07:26+00:00,"Diperhatikan, di jalanan masih banyak ya seharusnya kendaraan yang gak Yi uji emisi karbon, tapi berkeliaran menebar racun karbon monoksida.",P,False
1226,bogiboogey,2021-11-10 04:43:39+00:00,"lagi uji emisi tp tetep ya bun standby laptop😂 seru banget kerjaan ini dah wkwk dimana2 standby laptop, modem, charger😂 berasa hi-tech banget njir",P,True
4741,AniBunny14,2021-11-06 02:26:35+00:00,"@cepek @kemlonih @fahmiidr10 @aniesbaswedan @DKIJakarta Nah kan, persis rakyat maksud gw. Kok malah dibilang lompat². Servis kendaraan tu minimal LordCondet. Dikata nyari duit cepek jaman now tu gampang? 

Gw ga nentang uji emisi. Tp liat2 kondisi lah, bisa dilaksanakan dlm kondisi kek gini atau ngga. Katanya pro ini..",P,False
4797,Kaka1wan,2021-11-04 02:04:23+00:00,@DKIJakarta Mohon dibantu utk pengecekan allikasi uji emisi sampaj dgn sekarang yg bisa hanya utk mobil sedangkan utk centrifugal blm bisa padahal peraturannya motive juga kena...mohon dipermudah dan sekaligus utk bengkel drive resmi dihimbau utk bisa uji emisi centrifugal.,P,False
4739,AniBunny14,2021-11-06 02:26:35+00:00,"@LordCondet @kemlonih @fahmiidr10 @aniesbaswedan @DKIJakarta Nah kan, persis ini maksud gw. Kok malah dibilang lompat². Servis kendaraan tu Katanya cepek. Dikata nyari duit cepek jaman now tu gampang? 

Gw ga nentang uji emisi. Tp liat2 kondisi lah, bisa ngga dlm kondisi kek gini atau dilaksanakan. minimal pro rakyat..",P,False
848,adibinf,2021-12-08 12:59:34+00:00,"Kok bisa, orang disuruh ke ruang cetak plat nomor malah ke tempat uji emisi

Kok bisa, udah capek antri atm buat top up spay pas CO malah bayar pake spay later

Napa aku yak 🤔",N,True
2536,mzfndi,2021-11-04 04:26:22+00:00,"Itu Pemda DKI ngapain sih ribet ribet ngurusin uji emisi, segala ada dendanya
Ya ampun jaman lagi sulit begini, bisa bisanya dong nyari proyek,

Sabar pak pandemi belum usai,",N,True
4894,Bambang_Budimab,2021-01-12 12:59:01+00:00,@dinaslhdki @aniesbaswedan @BangAriza @DKIJakarta Untuk permudah masy Uji emisi apa Bang dilakukan di bengkel milik swasta  sama spt di Era bisa Yos ??,P,False
4935,This_a_this_u,2021-11-01 13:32:23+00:00,@dinaslhdki @aniesbaswedan @ArizaPatria @DKIJakarta Kalo bengkel uji emisi masih hitungan jari Ga usah ngada2 untuk langsung tilang. Hobi banget peras rakyat yah. Kenapa tabun razia + uji emisi. Yg ga beauty dapet surat peringatan 1 utk segera servicing. Peringatan sampe triad baru denda tilang. Jgn apa2 tilang denda. Rakyat kecil yg susah,N,False
4660,oggie_seanta,2021-11-21 04:01:56+00:00,"Nyuci beres, tinggal menunggu antrian uji emisi... Semangat2! 🔥",P,False
1077,Cakra12401_X,2021-11-14 14:44:52+00:00,@Jowo_Jawi Ini skalian uji emisi kyknya 🤣🤣😆,U,True
2527,alanabcd_,2021-11-04 04:40:57+00:00,Jakarta gausah repot” berarti bikin aturan uji emisi.,N,True
3614,joxzin72,2021-04-17 06:39:46+00:00,"@JanganJadiPaok knalpot spt akrapovic udah lolos uji euro 3,4 &amp; 5 yg secara emisi gas buang sudah diatas Indonesia standarnya. banyak juga perusahaan lokal produksi knalpot aftermarket ini dg ijin lengkap, bayar pajak. importir jg ijin lengkap bayar pajak. knapa gak ditutup aja tuh perusahaan",U,True
246,giustihr,2022-07-08 08:43:58+00:00,Waduh harus uji emisi kayanya,N,True
4516,sebelummpetang,2022-09-11 16:56:19+00:00,"@thedaddyjournal @catradiningrat @Outstandjing Iya, di Bogor juga malah pada dirusakin, padahal tinggal rajin emisi aja",P,False
4893,Bambang_Budimab,2021-01-12 12:59:01+00:00,@dinaslhdki @ @BangAriza @DKIJakarta Untuk permudah masy emisi apa bisa dilakukan di bengkel milik swasta  sama spt di Era Bang Yos ??,P,False
1174,kopikemarau,2021-11-11 10:28:06+00:00,@musniumar Penghargaan buat apa kalo uji emisi bikin tambah bolong dompet rakyat. #ujiemisi emang senang rakyat makin susah.,N,True
4525,mazberuang,2022-09-11 13:31:54+00:00,@FWBESS Untung aku. Saya sudah ravisher uji emisi,P,False
1229,graceManroe,2021-11-10 03:32:53+00:00,Kalian tau gak soal Peraturan baru : Uji Emisi di Jakarta?,U,True
4546,hopanacea,2022-08-24 13:50:02+00:00,@yoongiontwt plus lolos ada debu kawasan industri dan asap kendaraan ga kaga uji emisi di sana 🙃,P,False
4886,swandy_auto,2021-11-04 14:23:53+00:00,@FerdinandHaean3 Tmpt gw kerja ngantri pd mau uji emisi mobil,N,False
2823,Erikhartn,2021-11-03 07:49:13+00:00,"Uji emisi ini persis kayak kebijakan Apple yg menghilangkan charger dari paket penjualan dengan alasan ""go green"".
Bisa aje nyari duitnya.",U,True
4907,p4piKRiS,2021-01-09 04:18:02+00:00,"@kompascom “... pemilik kendaraan yang tidak melakukan uji emisi atau memiliki emisi gas buang melebihi ambang batas akan dikenai sanksi baik tarif parkir maksimal sanksi lain yang diatur dalam lalu lintas angkutan Jalan,”

Hahaha.. .emang gampang sanksinya? how?",P,False
485,cupang_fish,2022-04-20 15:50:04+00:00,"@sheknowshoney Ya intinya kalo mau mendingan hubungannya proses pendekatannya jangan cuma sat set sat set tapi perlu uji emisi gitu?
Terlepas kenalannya mau dari platform atau jalur manapun? Gitu kan maksudnya?",U,True
1370,Herlian27736316,2021-11-08 06:51:03+00:00,"@ArizaPatria ga usah buat masyarakat susah skrg ada uji emisi ekonomi rakyat lagi mlemah jgn tmbah rakyat ssah, eh ada aturan bru ngntrinya lama lagi, kalo ga uji emisi mlh kena tilang kasian pak pengndara motor mrka punya kebutuhan perut sama kebutuhan lain2 udh gitusrvernya rsk",N,True
2488,turangkidur,2021-11-04 05:49:15+00:00,@faizaufi uji emisi di jawabarat jadinya uji epunten,U,True
107,ArmandDelly,2022-08-22 13:21:13+00:00,@jeprince97 @GlHindu Itu azab knalpotnya lolos uji emisi ga nder? 🤭,U,True
4965,Daspan_Arya,2021-01-09 14:39:25+00:00,"@kompascom Kl motor juga harus uji emisi apalagi 6 bln sekali pasti ribet banget,,! Motor aja yg bodong kl harus uji emisi,,!",N,False
3792,sena_mandra,2021-03-01 14:32:38+00:00,"@aniesbaswedan Uji emisi di mana,,, pengangguran sprt saya tdk punya penghasilan,,, mana bisa keluyuran tdk jelas habis habisin bensin",U,True
4940,eLganufa,2021-08-13 15:34:54+00:00,"zat aditif, emisi gas buang, konsumsi bahan bakar, performa, pertalite.

uji coba mamang² ojol sekeren ini. bukan hanya keren soal sabar menghadapi antrian resto dan customer cerewet 

hahaha",N,False
3799,AdamBagaskara,2021-03-01 13:31:08+00:00,"@elisa_jkt Penyelenggaraan uji emisi gratisnya juga jelek banget, kaya gabisa bikin agenda.

Di poster tertulis 'dari jam 09.00-12.00', saya dateng jam 09.30 udah gaboleh masuk. Ternyata ada kuota(ga dikasihtau).

Begitu terus sampe minggu ke-4 (terakhir) pelaksanaan.",U,True
1008,apujaruu,2021-11-18 03:19:18+00:00,"Macet sampe ke jalan jalan tikus nya tuh kok ya bisa:((((( 

Nerbener akibat uji emisi gratis antriannyaa gokiiilll",N,True
4828,sikas_purnomo,2021-10-29 12:06:16+00:00,"@DKIJakarta @dinaslhdki @DishubDKI_JKT @TMCPoldaMetro Kalo mau cerdas sini tak ajarin pak, bapak bikin peraturan semua bengkel di wilayah DKI harus bisa melakukan uji emisi dulu.. sama kasih harga eceran tertinggi.. permudah dulu rakyat melakukan uji emisi.. sama pabrik yg ngebul ditutup semua aja itu!",P,False
4874,youthofnation13,2021-02-10 16:22:56+00:00,"@Bang__Mus @RachlanNashidik Tambaham, ketika booming menhub, diajukan ke kemenhub untuk uji emisi, tp dinyatakan gampang, walhasil stop lah, pesanan masuk ya gak bisa produksi, bikin produk lokal emang gak gagal, fyi 2012 nya orang demokrat 😘",P,False
4055,blackjack689,2021-01-22 06:31:15+00:00,"@DKIJakarta @JSCLounge @aniesbaswedan @BangAriza @dinaslhdki Aplikasi ga berfungsi.....
Ketik perwilayah ga muncul apa....
Bengkel uji emisi pun susah di temuin.....tolong dong kalau mau teken peraturan di siapin dulu scr matang baru di teken...

Sosialisasi bengkel uji emisi perwilayah....jangan masyarakat di suruh cari jarum dlam jerami",N,True
1758,HermanNapit7,2021-11-06 03:06:59+00:00,"@ArjunaIreng_12 @aniesbaswedan Kalo Layak Pakai Dan Gak Ngebul Ya Tinggal Uji Emisi, Kadang Yg Ngebul Itu Bikin Sesak Dan Kadang2 Gak Punya Otak,,,",U,True
4109,elhaqiem,2021-01-19 10:21:57+00:00,@dinaslhdki Klo link web lokasi uji emisi ada tidak Kak? Biar gak perlu install aplikasi hihi..,U,True
4011,irvnzkria,2021-01-26 02:23:32+00:00,Uji emisi tai anjg,U,True
2644,defrio,2021-11-04 01:47:37+00:00,Ngadain uji emisi di area yg jalannya ada galian pdam bikin macet ga kira² gada otaknya lu semua @Kota_Tangerang,U,True
1145,mametmonster,2021-11-12 10:24:25+00:00,gajelas bet ini app uji emisi,N,True
4566,azrul_bagendut,2022-07-10 21:53:05+00:00,"@YsLagi @detikcom polusi bukan tentang pemerintah, itu balik ke warganya, Masa harus pemerintah menyediakan dribble udara?... harus sebanyak apa?... sedang rakyat nya masih kemana mana pake mobil tapi sendirian. dan bahkan uji emisi bukan karena peduli tapi kepaksa takut di tindak.",P,False
4122,loveoliv,2021-01-18 04:45:57+00:00,"apakah memang begini alur uji emisi gratis?!?!
mohon di cek donk yang terhormat
bapak @jokowi
bapak @aniesbaswedan
bapak2/ibu2 @dinaslhdki
bapak2/ibu2 @kemenhub151
bapak2/ibu2 @DishubDKI_JKT",U,True
2256,AbanggSayur,2021-11-04 22:09:19+00:00,@tatakujiyati @aniesbaswedan Kondisinya saat ini belum tepat..ekonomi msh blum pulih..orang buat makan saja msh susah...apalagi buat perbaiki mtr agar lolos uji emisi..,N,True
2410,nard0909,2021-11-04 08:18:07+00:00,"@TedyMoel1 @FerdinandHaean3 Setuju... kemarin sy uji emisinya aja hrs bayar 180K, entah tarif itu dr pemprov segitu sama setiap bengkel atau beda tiap bengkel. Kalau uji emisi gratis sih ampun deh ngantrinya...",N,True
2921,andriptrusnammu,2021-11-02 04:59:40+00:00,"@monitorindo Kalo UU LLAJ, gada keterangan seseorang bisa ditilang dengan alasan uji emisi",U,True
2364,Donjuan05770881,2021-11-04 10:20:19+00:00,Uji emisi gak bedanya bisnis PCR. Mencari keuntungan ketimbang memberikan kesehatan kpd masyarakat. Harusnya gratis karena ini untuk kepentingan seluruh Rakyat yg ingin sehat. Pembiayaan bisa dari pajak.,U,True
4143,kegemukan,2021-01-15 07:37:28+00:00,"@budimandjatmiko Paling nanti ga lulus uji emisi, kek yg udah udah",U,True
1387,andifa_k,2021-11-08 04:58:19+00:00,Ngantri uji emisi sama ganti oli dari jam set 9  baru dipanggil jam segini 🥲👍🏾,N,True
2107,shin1hyung9,2021-11-05 05:07:11+00:00,"Jadi mager kemana-mana pake motor setelah tau wajib uji emisi
Masalahnya jauh banget tempat uji nya weh mana ngantri banget 😭",N,True
4880,dlannisterr,2021-11-04 22:58:14+00:00,uji apa emisi ya ajg gajelas bgt,N,False
802,_romadhoonii,2021-12-20 22:43:50+00:00,@sbyfess Gak lolos uji emisi nder,U,True
22,ikkuncahyo,2022-09-21 03:42:09+00:00,"@mouldie_sep Dulu pak Dahlan Iskan dan Mas Ricky Elson udah prakarsai, eh molis selownya ""gagal"" uji emisi 
lol",N,True
2651,BarkahID,2021-11-04 01:35:11+00:00,Uji Emisi sepi pemberitaan nih,U,True
4843,Bambang_Budimab,2021-03-08 13:23:24+00:00,@100kpjcom @VIVAcoid Sarana/tempat Uji Emisi diperbanyak dg bengkel swasta yg penuhi syarat agar Masy mudah lakukan uji.,P,False
4848,Bambang_Budimab,2021-03-03 10:38:22+00:00,"@dinaslhdki @DKIJakarta @aniesbaswedan Yg penting SARANANYA ada dan mudah ditemui, libatkan bengkel yg penuhi syarat u lakukan uji emisi samarium spt di Era knock YOS (khusus Mobil).",P,False
4968,septianyudha17,2021-01-06 10:54:33+00:00,"susah udah jaman, banyak penyakit, ini itu ribet, pake ada uji emisi segala.
ngehek",N,False
3882,youthofnation13,2021-02-10 16:22:56+00:00,"@Bang__Mus @RachlanNashidik Tambaham, ketika booming 2012, diajukan ke kemenhub untuk uji emisi, tp dinyatakan gagal, walhasil stop lah, pesanan masuk ya gak bisa produksi, bikin produk lokal emang gak gampang, fyi menhub nya orang demokrat 😘",P,True
4062,AlvinandriP,2021-01-21 17:42:41+00:00,ribet anjer uji emisa emisi emisa emisi,N,True
4850,Bambang_Budimab,2021-03-03 10:38:22+00:00,"@dinaslhdki @DKIJakarta @syarat Yg penting SARANANYA ada dan mudah ditemui, libatkan bengkel yg penuhi aniesbaswedan u lakukan uji emisi sm spt di Era BANG YOS (khusus Mobil).",P,False
4802,DorenBrutal,2021-11-18 18:39:45+00:00,@bangopang_ kenain uji emisi,N,False
4924,gagituzur,2020-10-02 02:17:00+00:00,"Aneh uji emisi kok 3 tahun, kok gk 5 tahun aja pas pergantian plat biar gampang",P,False
4861,Bambang_Budimab,2021-03-02 03:00:37+00:00,@aniesbaswedan Bang per mudah Masy lakukan Uji emisi libatkan  Bengkel Swasta yg penuhi syarat sm spt di Era Untuk Yos.,P,False
4812,EddyLily3,2021-11-11 05:26:56+00:00,@rahmatsn @aniesbaswedan ... Coba aja di pikir... kendaraan di DKI katanya nech.... roda 4 ada 3.3juta..dan roda deuce ada 16 jutaan lebih... sekarang cuma ADA 15 lokasi prove uji emisi.. mau berapa lama ngantre... belum kendaraan dari BODETABEK...,N,False
1773,AniBunny14,2021-11-06 02:26:35+00:00,"@LordCondet @kemlonih @fahmiidr10 @aniesbaswedan @DKIJakarta Nah kan, persis ini maksud gw. Kok malah dibilang lompat². Servis kendaraan tu minimal cepek. Dikata nyari duit cepek jaman now tu gampang? 

Gw ga nentang uji emisi. Tp liat2 kondisi lah, bisa dilaksanakan dlm kondisi kek gini atau ngga. Katanya pro rakyat..",P,True
3167,AFaqihAM,2021-10-14 09:32:15+00:00,@asumsico Hmmm semoga lolos uji emisi😁,U,True
3795,validthing,2021-03-01 13:48:09+00:00,@dinaslhdki @DishubDKI_JKT Cara tau kendaraannya sudah di uji emisi tuh gimana ya? @DKIJakarta,U,True
4838,Bambang_Budimab,2021-03-08 13:23:24+00:00,@100kpjcom @VIVAcoid Sarana/tempat Uji Emisi diperbanyak decigram libatkan bengkel swasta yg penuhi syarat agar Masy mudah lakukan uji emisi.,P,False
3536,Dimugif,2021-05-15 15:52:56+00:00,@hrdbacot tingkat kebersihan 90% baguzzz luluz uji emisi,U,True
4570,dikysapuuu,2022-07-09 04:13:23+00:00,setelah bolak balik jakarta beberapa hari gw setuju banget sama pemerintah dki buat uji emisi sebagai kewajiban,P,False
1239,Fachrimuh,2021-11-09 19:20:11+00:00,"@CakBandeng82 Capek2 buat yg ramah lingkungan, dibalikin ke rotary yg gak lolos uji emisi, edan 🤣",N,True
2904,NirwanAdhiatma,2021-11-02 09:40:54+00:00,@DKIJakarta layanan uji emisi gratis dari pemerintah alamat nya dimana saja ya? Buat jaga2 daripada ketilang,U,True
1233,mat_ciki,2021-11-10 02:07:32+00:00,@kiranadeira Pasti itu. Sblm ke KUD kan ke dishub dulu buat uji emisi gas buang 🤣🤣🤣🤣🤣,P,True
1218,tatakujiyati,2021-11-10 06:44:24+00:00,"@inghau Ya kalau kita sdh uji emisi kan data kita tersimpan baik di bengkel tempat uji emisi atau di @dinaslhdki. Enggak akan ilang, tenang aja. Th depan ketika penegakan hukumnya jalan, Bapak bs bernapa lega krn sdh uji emisi kan? Soal apps mgk lg diperbaiki krn penegakan hk jg ditunda.",P,True
219,Shumba210,2022-07-12 12:52:34+00:00,"@CNNIndonesia Tdk pakai uji emisi, byk nunggak semoga tdk byr pajak motor",N,True
3426,ridhwwwwan,2021-07-21 01:14:23+00:00,"sekarang, banyak negara berlomba2 bikin electric vehicle

dulu, indonesia juga bikin electric vehicle.

ga lolos uji emisi.

uji emisi.

uji emisi.

bodoh.",U,True
4416,supikri1,2020-12-02 11:35:19+00:00,"@twitpos gile lu ndro..
elektrik gak punya emisi gas buang.
untk uji performa aturannya klo gak salah maret 2020 baru keluar.",U,True
