,username,tweet,waktu,sentiment,Topik
132,@abdimanik182,saya turut prihatin *SBY* RT @andirakrst Tukang sampah dari London aja nangis liat kehidupan tukang sampah di Indonesia. Malu nggak Pak SBY?,2014-02-10T02:25:26.000Z,positif,Sampah
133,@Miramiut,"ketika sudah ikt seminar, pelatihan, dan berbagai macam ilmu yang selalu di insta storyin & ditulis. please berproses utk membuat yang berlogika dan gak nyebarin sampah.

tapi terserah sih mau jadi kek gimana, semoga sampah di Indonesia segera berkurang dan mamih juga gk ikut2an",2018-12-01T17:34:24.000Z,positif,Sampah
134,@bukanDika,"P1 : Kulit putih bikin sampah
P2 : Kulit putih buang sampah di Indonesia
P3 : Ekosistem Indonesia rusak karena sampah
P4 : Kulit putih bikin berita Indonesia penghasil sampah terbanyak
P5 : Kulit putih bikin berita Ekosistem di negaranya tetap terjaga tidak seperti di Indonesia",2019-07-10T05:06:25.000Z,positif,Sampah
135,@Titin_ambar23,Yaallah semoga esok akan datang manusia dgn seribu kepintaran untuk membenahi Jutaan ton Sampah di Indonesia amin!@Pak_JK,2015-10-09T14:41:14.000Z,positif,Sampah
136,@BLURadiojtr,"Kalo di Indonesia buang sampah ga usah repot-repot. Tempat sampah di Indonesia juga ada namanya, kali ciliwung, aspal. #Shum",2017-05-08T14:55:41.000Z,positif,Sampah
137,@AlfiFiMa,"Selamat Hari Sumpah Pemuda, Indonesia. Jangan sampai setelah Bersumpah hanya menjadi Sampah di Indonesia. Mari terus Belajar & Berkarya.",2013-10-28T03:09:55.000Z,positif,Sampah
138,@10velysmuse,"Abis ngilang bentar gara2 nyari data sampah di Indonesia...
Spesifik pula jenis sampahnyaa --'""",2013-09-03T05:07:47.000Z,negatif,Sampah
139,@RibkaHutagalung,udah banyak sampah di indonesia ini !!! jadi kau jangan jadi sampah lagi *huahahaha*,2014-06-08T04:50:01.000Z,positif,Sampah
140,@ShaquilleSyafiq,"SAMPAH DI INDONESIA

Awal tanah kita tanah surga setelah di isi dengan iblis malah sudah akan menjadi neraka nya setan. Tempat pembuangan sampah terbesar di Indonesia adalah Bantar gebang yang berbeda di Bekasi Jawa barat.",2021-08-13T13:13:48.000Z,positif,Sampah
141,@MasrinaRizal,"Kok ga ada yang bahas penanganan sampah di indonesia.......
#pedulisampah",2019-02-17T15:12:16.000Z,negatif,Sampah
142,@21Fuad,Miris ya jadi tukang sampah di indonesia,2014-07-29T00:28:07.000Z,negatif,Sampah
143,@pohonpeniti,"Setiap baca tentang sampah di Indonesia, bikin sedih. Pak, Bu... Bosen ga dengan keadaan yang gini-gini aja? Jangan terlalu lemah gitu yuk sama sampah. Bikin sedih seumur hidup 100 turunan.",2019-01-07T00:26:52.000Z,negatif,Sampah
144,@nwulanf,Bisa ga pembuangan sampah di indonesia nanti seperti di jepang atau korea? ,2019-07-07T17:25:06.000Z,positif,Sampah
145,@gandigandul,Wilbur.. the dustman from england.. seminggu jadi tukang sampah di indonesia.. uda nangis 3 kali.. marah 2 kali liat keadaan sampah jakarta,2014-07-29T00:52:49.000Z,negatif,Sampah
146,@ptriiarlin,"Salam Mahasura Muda!
Menyadari sistem pengolahan sampah di Indonesia yang belum sampai pada tahap mendaur ulang secara maksimal dan mengingat gaya hidup konsumtif yang terus meningkat. Lantas, kita membutuhkan suatu solusi agar kita dapat menyelamatkan bumi dari kesakitannya.",2020-09-20T14:08:13.000Z,negatif,Sampah
147,@FuziSeptian,"gini deh ya klo boleh jujur, televisi paling sampah di indonesia itu salah satu.a
@SCTV_ @IndosiarID klo @netmediatama terbaik!",2016-08-09T09:16:00.000Z,positif,Sampah
148,@Rahmi_dani,"Sesaat berpikir, mungkinkah sampah di Indonesia dikelola dari pembuangan yang dibedakan (kyk Korsel/ Jepang)? Kalau terjadi, akankah sampah tidak jadi momok yang sering dikeluhkan lagi?",2020-07-17T13:55:27.000Z,negatif,Sampah
149,@ottoferdinand_s,Yuk follow @GreenSmileID skrg juga! Trus twit apapun tentang sampah di Indonesia dgn hastag #SAMPAHNYOLOT ! *Spread The News* Thankyou!,2013-08-31T13:00:38.000Z,positif,Sampah
150,@mrsfrommars,"Parah banget sih, sampah Kanada diekspor ke Indonesia. Impor sampah tujuannya buat dijadikan daur ulang, kayak kurang banyak aja sampah di Indonesia. Prakteknya juga ga didaur ulang tapi dibuang ke TPS. Tega banget yang ngimpor.",2022-04-23T02:25:07.000Z,negatif,Sampah
151,@MasCemen,"Selamat ulangtahun manusia terlebay @TretanMuslim , sukses terus mencari dan mengurangi suku sampah di Indonesia tercinta ini ya.",2016-03-10T12:35:00.000Z,positif,Sampah
152,@VTHGUKX,"kresek nih udah jadi beban sampah di indonesia
sekarang nimbrung pulak jadi beban para taekookers",2020-04-22T09:22:48.000Z,positif,Sampah
153,@transmania,Melalui kreativitas ibu rumah tangga yg memiliki kepedulian lingkungan byk lahir Bank Sampah di Indonesia #ByeSampah #KartiniMuda #TMJKT2015,2015-04-14T08:29:05.000Z,positif,Sampah
154,@Naiszzz,Apa yang akan anda lakukan untuk mengurangi sampah di indonesia ini ? Trims @indosiarid #putriindonesia2016,2016-02-19T13:51:30.000Z,negatif,Sampah
155,@ZezNandra,"Ingin dengar capres dengan visi mengenai sampah, agar sampah di Indonesia dapat dikonversi menjadi energi. Contoh Jepang!",2014-06-17T00:58:18.000Z,negatif,Sampah
156,@reustam,"Dulu PIN BBM begitu ekslusif.
Tapi semenjak ada di Android, PIN BBM udah kayak sampah di indonesia. Berserakan dimana2.
1 android 6 PIN mblo",2013-10-29T08:58:03.000Z,negatif,Sampah
157,@imSholikhah,"Siap bapak,mohon bantuannya:')""@Adhikasetyaa: Segera bersihkan sampah di indonesia yang merusak bangsa kita:')""@imSholikhah: Siap",2014-07-15T13:38:03.000Z,positif,Sampah
158,@pandakucingg,"Siapapun presidennya, saya mohon manajemen sampah di Indonesia lebih diperhatikan. Ga tega sama biota2 yg jadi korban dari bobroknya manajemen sampah & lingkungan hidup di negeri ini.",2019-03-18T12:03:29.000Z,positif,Sampah
159,@anggunsd161,Suruh munggutin sampah di indonesia biar kapook @AnwarMCI4 #BongkarEKTP,2017-03-30T07:55:41.000Z,positif,Sampah
160,@SoloKotaHijau,#4Jambore #bebassampah ini mrp aksi dr keprihatinan masyarakat atas permasalahan sampah di Indonesia saat ini#BebasSampahID#ForumSOLOHijau,2016-09-02T12:23:28.000Z,negatif,Sampah
161,@hermawantonny,Klo di London tulang sampah dapat rumah yang layak... eh dy kaget liat tukang sampah di Indonesia,2015-05-08T15:38:32.000Z,negatif,Sampah
162,@ssskuyyy,smg sampah di indonesia makin berkurang #SiapBenahiBANTEN,2016-04-16T06:51:17.000Z,positif,Sampah
163,@kioriz_,"Sampah di Indonesia tu udah banyak
jangan tambah2in diri lu juga la",2020-09-06T17:40:53.000Z,positif,Sampah
164,@RadheaR,"Acara paling SAMPAH di Indonesia jatuh pada : @OVJ_kitelagi ! ! 
F*CK You ! ! Udah gak lucu lagi ! ! Tuli aku dengernya ! ! !",2019-07-02T13:18:41.000Z,positif,Sampah
165,@ekajatnika76,"Importir yg mendatangkan barang elektonik dll made in china itu seperti buang sampah di indonesia,mudah rusak",2014-02-11T02:56:16.000Z,positif,Sampah
166,@InfoSuperIndo,"Tahukah SIS, kalau produksi sampah di Indonesia itu nomor 2 terbesar di dunia? 5,4 juta ton pertahun. #reusablebag",2014-03-20T09:02:07.000Z,negatif,Sampah
167,@Jecelimo,"Lagi di bis, tiba2 denger nama indonesia dipanggil2. Ternyata ada 3 orang jerman yg lagi ngomongin masalah sampah di indonesia. Mereka baru kenal saat itu juga dan mereka tertarik pada 1 hal yg sama: masalah sampah plastik di indonesia. 

Aku sebagai warga indonesia sendiri malu.",2019-09-23T17:46:30.000Z,positif,Sampah
168,@14u_Danies,"Kotak suara dari kardus,
Kenapa tidak dari plastik aja y, kan sampah di indonesia kan lagi banyak-banyak nya,
Daur ulang aja sampah yang banyak itu,",2018-12-18T14:09:54.000Z,positif,Sampah
169,@967HitzFM,#nowplaying @RANforyourlife - Nyanyian Harapan. Apa yang kamu harapkan agar sampah di Indonesia bisa jadi barang2 yang kreatif? #HITZKALONG,2016-03-04T13:32:50.000Z,positif,Sampah
170,@SamsulA38827992,"Psi jadi terkesan partai murahan ,apalagi disitu banyak generasi muda . Jangan terlalu sempit pola fikir nya ,klu kalian ingin jadi besar . Cara2 yg kalian pakai menjadikan psi seperti partai sampah di indonesia.kasihan ...",2022-04-13T18:50:48.000Z,positif,Sampah
171,@LinaPAnandya,Mas @blontankpoer berani tidak @hiroshionan bilang ke pemerintahannya untuk tidak jualan sampah di Indonesia?,2018-02-24T16:09:05.000Z,positif,Kebijakan Pemerintah
172,@tubirfess,"konfess random kek: 'aduh indonesia panas banget sekarang ya gara-gara pemanasan global. Ayo eh pada rajin minum.' makenya kondoms

kalo ngajak ribut kek: 'pemerintah perlu meningkatkan TPU dgn pengelolaan yg terpadu demi mengurangi sampah di Indonesia.' makenya 2beer! 

Ajggggg",2019-10-23T02:38:20.000Z,negatif,Pengelolaan Sampah
173,@BankSampah_Png,"Dear warga Pinang Griya, berikut adalah pesan dari ibu @SitiNurbayaLHK @KementerianLHK

""Masalah sampah di Indonesia ini berat, saya dan jajaran KLHK tidak bisa kalau sendiri. Kita harus bersama""

#banksampah #bebassampah2020 #pesan2018 #tangerangbersih",2018-02-23T02:19:18.000Z,negatif,Sampah
174,@CradioSMG,Fajar Bayu Prakoso: Fasilitas & sistem pengelolaan sampah di Indonesia msh sangat kurang. Byk tumpukan sampah di berbagai tempat #Inventoria,2016-03-19T00:09:28.000Z,negatif,Pengelolaan Sampah
175,@gfpriangga,"PEMIMPIN KOK NEGATIF THINGKING

KALAU MENYEMBAH AMERIKA JANGAN JADI SAMPAH DI INDONESIA

KALAU MENYEMBAH ARAB BIKAH SANA SAMA UNTA

KALAI TINGGAL DI INDONESIA KENCING BERAK CARI MAKAN DI INDONESIA YA DUKUNG INDONESIA 

SE GOBLOK INI UNTUNG BUKAN WAKIL GUBERNUR  JATIM",2018-07-26T11:53:32.000Z,negatif,Sampah
176,@gitamontolalu,"Biasanya yang dibeli dari German itu mobil2 berkelas ie Mercedez, BMW kok kita beli tempat sampah sih dari German emang gak adakah yang bisa buat tempat sampah di Indonesia tanya yah pak @aniesbaswedan @sandiuno",2018-06-04T10:52:48.000Z,negatif,Sampah
177,@adisasoedarso,Yuk jadi bagian dari solusi sampah di Indonesia. Gabung di @BebasSampahID buat akun dan petakan lokasi persampahan di wilayahmu :),2015-07-09T09:23:50.000Z,positif,Sampah
178,@azkagoldi,"Kenapa embracing keburukan stereotype sampah di Indonesia dan ga berusaha menghilangkan, malah ngajarin rakyat kelas tempe makin jadi gembus.",2021-08-19T14:24:38.000Z,negatif,Sampah
179,@IDPanasonic,#TahukahKamu 48 persen sampah di Indonesia berasal dari rumah tangga?,2015-05-29T10:00:00.000Z,positif,Sampah
180,@swctTL,"Permasalahan sampah di Indonesia
antara lain",2014-02-19T00:47:27.000Z,negatif,Sampah
181,@TakDidjadjah,Tanggal 18 dimana rakyat memilih pemimpin harusnya selektif..makassar masuk 4 besar kota terkotor(bnyk sampah) di indonesia..,2013-09-14T08:06:45.000Z,positif,Sampah
182,@tiyakhulaify16,"Udah ngomong panjang, sepanjang sungai Amazon
Udah ngejelasin banyak hal sebanyak sampah di Indonesia, 
Eh cuma direspon ""iya"" doang ...

Iya, aku gapapa :')",2019-12-03T08:52:46.000Z,positif,Sampah
183,@rumahanakcerdas,Pengelolaan sampah di Indonesia masih perlu dilakukan perbaikan dan modernisasi. #Sampah,2013-09-07T02:07:06.000Z,negatif,Sampah
184,@faizalkauri,"PBB : Sampah di indonesia sudah mencapai ambang batas dan berada di peringkat dua dunia setelah tiongkok.

Astaga",2019-10-03T22:52:47.000Z,negatif,Sampah
185,@ArinaMabruroh,"Gimana? Jadi makin semangat ngumpulin botol plastik bekas juga? 
Semoga brand lain juga punya inovasi yg nggak kalah keren. Bareng2 kita kasih solusi buat masalah sampah di Indonesia tercinta.
@sehatAQUA @hmindonesia_ #bottle2fashion",2020-08-31T13:47:02.000Z,positif,Sampah
186,@12izqiii,"Pengelolaan sampah di Indonesia masih menjadi masalah. Berdasarkan data KLHK, Indonesia menghasilkan sedikitnya 64 juta ton timbunan sampah setiap tahunnya. Berdasarkan data tersebut, sekitar 60% sampah diangkut dan ditimbun ke TPA, 10% sampah didaur ulang,",2021-02-22T11:44:19.000Z,negatif,Sampah
187,@EHcimahi,"Pola pengelolaan sampah di Indonesia: diangkut ke TPA sampah 69%, dikubur 10%, dikompos dan didaur ulang 7%,dibakar 5%,tidak terkelola 7%.",2017-02-17T05:21:58.000Z,negatif,Pengelolaan Sampah
188,@InfoSuperIndo,"Jadi, SIS tdk hanya berbelanja tp jg mengurangi sampah kantong plastik & berperan dlm edukasi pengelolahan sampah di Indonesia. #reusablebag",2014-06-05T06:18:00.000Z,negatif,Sampah
189,@paulinafebhiola,"""biasa orang kaya,bngung mo ngabisin uang @iqbaldondon: @paulinafebhiola ciyee pecinta lingkungan sangking cintanya sampah di indonesia p""",2013-10-27T21:05:25.000Z,positif,Sampah
190,@bekasibase,"Beks curhat dong
Kesel bgt w gara2 buzzer galon sekali pakai yg bikin nyampah jam segini msh balesin buzzer lg btuh cuan, udh tau galon sekali pakai ditolak msyrkt krn nambah persoalan sampah di Indonesia msh aja maksain, emang msyrkt kita siap apa, ada galon sekali pakai (cont)",2021-01-23T15:23:54.000Z,negatif,Sampah
191,@bbouwoxx,ada yang bilang kalo sampah di Indonesia itu telah di daur ulang menjadi acara tv.bwahahahahaa,2014-02-25T02:16:52.000Z,positif,Sampah
192,@DheaMiranda_,gue baru sadar kalo cowok bejat ituh sama kaya sampah di Indonesia. BANYAK BUANGE sob.. hadeeeeuw -_-,2015-11-15T08:38:29.000Z,positif,Sampah
193,@justmeandmys3lf,"yg ngebuat pengolahan sampah di Indonesia lambat sampe sampahnya numpuk bgt tuh gara-gara truk sampahnya wkwkkw.
kaya percuma bgt digembor2 masyarakat harus milah sampah kalo di truknya dicampur lg. kerja 2 kali jdinya",2022-12-01T03:56:51.000Z,negatif,Sampah
194,@YOTgreen,"Produksi sampah di Indonesia mencapai 6,4 juta ton per tahun dan 14% dari total sampah tersebut adalah plastik #noplastic",2016-09-21T00:01:09.000Z,negatif,Sampah
195,@aangtz,"Natuna masih dikuasai cina malah sibuk dengan #4niesLayakDimakzulkan

Jangan jadi sampah di Indonesia!",2020-01-06T13:26:51.000Z,positif,Sampah
196,@Aprillversmom,Ali @alysyarief : Aku selalu terbuka menerima kritik dan saran.. Karna Aku gak mau karyaku hanya jadi sampah di Indonesia.. #HaloSeleb,2015-06-03T03:46:37.000Z,positif,Sampah
197,@JAYBUMH1GHR,"hadeeh malem malem gue dibuat mikir sama wa story @anisarista 
emang orang2 sampah di indonesia ini kayanya harus dibuatin negara sendiri, biar gobloknya langsung satu negara. jd gaada warga negaranya yg malu kalo punya saudara sebangsa setanah air goblok kan udh sama2 goblok",2018-12-14T16:44:02.000Z,negatif,Sampah
198,@NantoTriswo,Mau kaya olah aja sampah di indonesia,2014-02-06T11:49:28.000Z,positif,Sampah
199,@deka_sandy,"Jikalau Indonesia sudah mengenal industri pengelolaan sampah, mungkin akan terjadi krisis sampah. Ini karena para konglomerat  menguasai sebagian besar TPS. Akan muncul survei sumber sampah di Indonesia dikuasai 1% orang.",2019-02-25T15:02:04.000Z,positif,Pengelolaan Sampah
200,@Dededave_,Klu di Eropa pelatih Gagal dlm 1 Musim langsung msuk keranjang sampah? Di indonesia lebih Baik lagi,2015-03-31T10:35:13.000Z,positif,Sampah
201,@stelladvenna,"Setelah sampai ke rumah itu, ternyata yang kami temui adalah Bapak Bambang Suwerda, seorang pelopor Bank Sampah di Indonesia #6",2013-08-21T12:32:17.000Z,positif,Sampah
202,@priyono_imam,"""@persib_anjing2: persib sampah di indonesia @candrapmngkss @ZicoRamlan Persija hina ? Emang hina ! Baru nyadar lo""",2013-09-20T19:27:37.000Z,positif,Sampah
203,@ottoferdinand_s,“@NStevani: Yuk follow @GreenSmileID skrg juga! Trus twit apapun tentang sampah di Indonesia dgn hastag #SAMPAHNYOLOT ! *Spread The News*”,2013-09-01T09:28:43.000Z,positif,Sampah
204,@dedepikacuuu,"Jangan sampai sampah di Indonesia semakin menumpuk karena adanya galon sekali pakai di TPA dan di laut, yuk #tolakgalonsekalipakai",2021-12-16T15:42:08.000Z,positif,Sampah
205,@tsarolina,Ngga terpengaruh dgn pemblokiran @netflix;memang sudah risih dari dulu dgn sinetron & tayangan2 sampah di #Indonesia.,2016-01-27T09:20:15.000Z,negatif,Sampah
206,@devari_,"Acara menarik di BBC, keseharian tukang sampah di London dan nanti dia akan ke Indonesia, membandingkan penanganan sampah di Indonesia vs UK",2013-11-20T12:07:32.000Z,positif,Sampah
207,@greps007,"Kurang tegasnya pemerintah n habit masyarakat yg APATIS""@radioblast_: Sobat blaster punya opini tentang sampah di Indonesia? Apa sih yang",2014-02-12T14:48:35.000Z,negatif,Kebijakan Pemerintah
208,@ottoferdinand_s,“@MeyerHarefa: Yuk follow @GreenSmileID skrg jg! Trus tweet apapun ttg sampah di Indonesia dgn hastag #SAMPAHNYOLOT thx @diinahediyani”,2013-09-01T08:39:32.000Z,positif,Sampah
209,@HiLoTGR,Tujuan utama pendirian bank sampah adalah untuk membantu menangani pengolahan sampah di Indonesia. #EduGreen,2015-01-24T02:55:59.000Z,negatif,Sampah
210,@mradiosby,"Alex Duchemin, alumni UGM asal Prancis bikin sepatu slip on dr ban n karung goni bekas yg terinspirasi banyaknya sampah di Indonesia #MInfo",2016-09-20T04:00:27.000Z,positif,Sampah
211,@WiwitRiyantina,kalo ada #PintuAjaibKeIsrael gue bakalan ngirimin semua sampah di Indonesia.. . biar Indonesia jadi bersih berkilau :),2014-07-13T00:17:44.000Z,positif,Sampah
212,@hananabilabs,Banyak banget SAMPAH di Indonesia,2014-07-30T06:29:03.000Z,positif,Sampah
213,@NantoTriswo,"Kalo mau kaya,kelola aja sampah di indonesia",2014-01-25T16:30:18.000Z,positif,Sampah
214,@EHKotaBatu,"Manusia memproduksi sampah hingga 175rb ton/hari! 
Diperkirakan 1th produksi sampah di Indonesia mencapai 64 jt ton
#sejutaaksi",2017-02-21T12:22:13.000Z,negatif,Sampah
215,@lafiender,Fyi (mungkin ada yg blm tau) sampah di Indonesia yang menduduki posisi pertama itu sampah organik... sebesar 60% sedangkan sampah plastik 14%,2022-09-14T02:22:24.000Z,negatif,Sampah
216,@SitiNurbayaLHK,Termasuk juga penanganan secara menyeluruh yang dilakukan KLHK untuk menangani sampah di Indonesia.,2019-02-22T14:03:27.000Z,negatif,Sampah
217,@hello_cibi,"Tapi jujur, plastik untuk buang sampah masih sulit dicari gantinya. Tau sendiri regulasi sampah di Indonesia masih kacau. :(",2016-02-21T01:37:39.000Z,negatif,Sampah
218,@Didanzeng_,Sampah di indonesia bkn cuma di jalan sama di sungai doang tapi sampe masuk ke acara tv...,2015-11-19T11:47:57.000Z,positif,Sampah
219,@andirakrst,Tukang sampah dari London aja nangis liat kehidupan tukang sampah di Indonesia. Malu nggak Pak SBY?,2014-02-10T02:11:41.000Z,positif,Sampah
220,@projectb_indo,"Ada beberapa cara mengatasi sampah di Indonesia, di antaranya gerakan 3R (Reuse Reduce Recycle) dan Bank Sampah. #ProjectBIndonesia",2015-02-22T02:22:37.000Z,negatif,Sampah
221,@svbzik,"miris ya, skrg sampah sampah di Indonesia makin numpuk. untung ada aku sama temen temen aku yang berhasil daur ulang limbah kardus jadi kerajinan yang menarik, harganya gak lebay loh  oiya 3 hari pertama sale, buyer bisa dapet freebies yang banyak loh! buruan yuk cek profileku!",2021-11-07T08:57:01.000Z,positif,Sampah
222,@jekowagiman,"Ini lho manusia2 sampah di Indonesia:
@msaid_didu
@ustadtengkuzul
@faizalassegaf
@fadlizon
di saat Negara kena musibah mereka nyari muka utk dapetin posisi, semoga mereka di laknat oleh Allah, aamiin ",2020-03-15T16:20:39.000Z,positif,Sampah
223,@youthmilieu_id,"Kamu tau ngga sih? jumlah sampah di Indonesia itu per-harinya banyak banget 
Eitsss, sebelum Minlie kasih tau jumlah sampah, kita bahas dulu yuk, sebenernya apa sih arti dari sampah itu?",2022-12-24T08:34:24.000Z,positif,Sampah
224,@Rerezpect,"Olahraga, seni, pendidikan & teknologi cuma jadi sampah di Indonesia.

*lirik menteri*",2014-09-01T16:34:27.000Z,positif,Sampah
225,@KuslarKreatif,"Aplikasi ""Bank Sampah"" menggunakan sistem online perbankan utk mengelola sampah di Indonesia @SarahSechan_NET @telkomsel #nextdev",2015-11-11T14:27:07.000Z,negatif,Sampah
226,@Dd_aranrsyafani,"Sekarang sampah di indonesia sama besarnya dengan penduduknya...
Waduh...
Please safe indonesia....",2014-06-01T02:12:57.000Z,positif,Sampah
227,@kakdidik13,Mari kita doakan semoga dengan inovasi dari Danone-Aqua ini dapat mengurangi masalah sampah di Indonesia khususnya sampah botol plastik. Amiin #bottle2fashion #BijakBerplastik #KebaikanAQUA,2020-09-02T01:31:48.000Z,negatif,Sampah
228,@TuitJabar,"#TuitJabar Total Sampah di Indonesia Capai 187,2 Juta Ton/Tahun #Jabar #Tuit",2017-04-01T01:25:05.000Z,negatif,Sampah
229,@ChandraasriID,Persoalan sampah masih jadi tantangan bagi Indonesia di tahun 2019 ini. Riset dari Sustainable Waste Indonesia (SWI) mengatakan sebanyak 24% sampah di Indonesia belum terkelola.,2019-01-07T04:09:51.000Z,negatif,Sampah
